PatronId,DrinkName,ArrivalTime,FirstServiceTime,CompletionTime,ExecutionTime,TurnaroundTime,WaitingTime,ResponseTime
0,Cosmopolitan,1746255000384,1746255000392,1746255000469,65,85,20,8
1,Cider,1746255000400,1746255000472,1746255000498,25,98,73,72
2,Margarita,1746255000451,1746255000499,1746255000575,75,124,49,48
3,Bloody Mary,1746255000500,1746255000576,1746255000646,70,146,76,76
0,Gin and Tonic,1746255000522,1746255000648,1746255000688,40,166,126,126
4,Pina Colada,1746255000551,1746255000690,1746255000790,100,239,139,139
1,Cider,1746255000599,1746255000791,1746255000817,25,218,193,192
5,Beer,1746255000600,1746255000818,1746255000843,25,243,218,218
6,Mojito,1746255000650,1746255000845,1746255000920,75,270,195,195
2,Draft Beer,1746255000655,1746255000922,1746255000972,50,317,267,267
7,Beer,1746255000700,1746255000973,1746255000999,25,299,274,273
8,Cider,1746255000751,1746255001000,1746255001026,25,275,250,249
3,Bloody Mary,1746255000797,1746255001027,1746255001098,70,301,231,230
0,Draft Beer,1746255000799,1746255001099,1746255001150,50,351,301,300
9,Pina Colada,1746255000800,1746255001151,1746255001251,100,451,351,351
10,White Wine,1746255000851,1746255001253,1746255001278,25,427,402,402
11,Red Wine,1746255000901,1746255001280,1746255001305,25,404,379,379
4,Mojito,1746255000911,1746255001307,1746255001382,75,471,396,396
1,Gin and Tonic,1746255000917,1746255001384,1746255001424,40,507,467,467
5,Margarita,1746255000944,1746255001426,1746255001501,75,557,482,482
12,Gin and Tonic,1746255000951,1746255001503,1746255001543,40,592,552,552
13,B52,1746255001001,1746255001544,1746255001744,200,743,543,543
6,White Wine,1746255001031,1746255001746,1746255001771,25,740,715,715
14,Vodka shot,1746255001051,1746255001773,1746255001793,20,742,722,722
2,Martini,1746255001073,1746255001794,1746255001855,60,782,722,721
7,Red Wine,1746255001099,1746255001856,1746255001882,25,783,758,757
15,Margarita,1746255001100,1746255001883,1746255001959,75,859,784,783
8,Martini,1746255001127,1746255001961,1746255002021,60,894,834,834
16,Tequila shot,1746255001150,1746255002022,1746255002043,20,893,873,872
17,White Wine,1746255001201,1746255002044,1746255002070,25,869,844,843
3,Bloody Mary,1746255001249,1746255002071,1746255002141,70,892,822,822
18,Margarita,1746255001250,1746255002143,1746255002218,75,968,893,893
0,Red Wine,1746255001250,1746255002220,1746255002245,25,995,970,970
19,Pina Colada,1746255001300,1746255002247,1746255002347,100,1047,947,947
20,Beer,1746255001351,1746255002348,1746255002374,25,1023,998,997
9,Draft Beer,1746255001372,1746255002375,1746255002425,50,1053,1003,1003
21,B52,1746255001401,1746255002427,1746255002627,200,1226,1026,1026
10,Vodka shot,1746255001429,1746255002628,1746255002649,20,1220,1200,1199
22,Draft Beer,1746255001451,1746255002650,1746255002700,50,1249,1199,1199
11,Vodka shot,1746255001456,1746255002702,1746255002722,20,1266,1246,1246
4,Margarita,1746255001493,1746255002723,1746255002799,75,1306,1231,1230
23,B52,1746255001500,1746255002800,1746255003000,200,1500,1300,1300
1,Beer,1746255001535,1746255003002,1746255003027,25,1492,1467,1467
24,Pina Colada,1746255001551,1746255003029,1746255003129,100,1578,1478,1478
5,Tequila shot,1746255001582,1746255003131,1746255003151,20,1569,1549,1549
25,Bloody Mary,1746255001601,1746255003152,1746255003223,70,1622,1552,1551
26,White Wine,1746255001650,1746255003224,1746255003250,25,1600,1575,1574
12,Martini,1746255001654,1746255003251,1746255003311,60,1657,1597,1597
27,Martini,1746255001701,1746255003313,1746255003373,60,1672,1612,1612
28,Beer,1746255001750,1746255003375,1746255003400,25,1650,1625,1625
13,Red Wine,1746255001755,1746255003402,1746255003427,25,1672,1647,1647
14,Martini,1746255001797,1746255003429,1746255003489,60,1692,1632,1632
29,Red Wine,1746255001800,1746255003490,1746255003516,25,1716,1691,1690
6,B52,1746255001922,1746255003517,1746255003718,200,1796,1596,1595
2,Tequila shot,1746255001966,1746255003719,1746255003739,20,1773,1753,1753
7,Vodka shot,1746255002032,1746255003741,1746255003761,20,1729,1709,1709
15,Bloody Mary,1746255002040,1746255003763,1746255003833,70,1793,1723,1723
16,Draft Beer,1746255002047,1746255003834,1746255003885,50,1838,1788,1787
8,White Wine,1746255002132,1746255003886,1746255003912,25,1780,1755,1754
17,Bloody Mary,1746255002221,1746255003913,1746255003983,70,1762,1692,1692
3,Pina Colada,1746255002292,1746255003985,1746255004085,100,1793,1693,1693
18,Red Wine,1746255002299,1746255004087,1746255004112,25,1813,1788,1788
0,Martini,1746255002396,1746255004113,1746255004174,60,1778,1718,1717
19,Pina Colada,1746255002468,1746255004175,1746255004275,100,1807,1707,1707
20,Vodka shot,1746255002474,1746255004277,1746255004297,20,1823,1803,1803
9,Vodka shot,1746255002526,1746255004299,1746255004319,20,1793,1773,1773
21,Gin and Tonic,1746255002638,1746255004321,1746255004361,40,1723,1683,1683
10,Margarita,1746255002652,1746255004362,1746255004438,75,1786,1711,1710
11,Beer,1746255002726,1746255004439,1746255004464,25,1738,1713,1713
22,Mojito,1746255002801,1746255004466,1746255004541,75,1740,1665,1665
4,Cosmopolitan,1746255002879,1746255004543,1746255004608,65,1729,1664,1664
23,Gin and Tonic,1746255003011,1746255004610,1746255004650,40,1639,1599,1599
1,Pina Colada,1746255003128,1746255004651,1746255004752,100,1624,1524,1523
5,B52,1746255003155,1746255004753,1746255004953,200,1798,1598,1598
24,Beer,1746255003250,1746255004955,1746255004980,25,1730,1705,1705
25,Gin and Tonic,1746255003374,1746255004982,1746255005022,40,1648,1608,1608
26,Cider,1746255003400,1746255005024,1746255005049,25,1649,1624,1624
12,Draft Beer,1746255003422,1746255005051,1746255005101,50,1679,1629,1629
27,Pina Colada,1746255003484,1746255005103,1746255005203,100,1719,1619,1619
28,Tequila shot,1746255003501,1746255005204,1746255005225,20,1724,1704,1703
13,Bloody Mary,1746255003578,1746255005226,1746255005296,70,1718,1648,1648
14,B52,1746255003600,1746255005298,1746255005498,200,1898,1698,1698
29,Bloody Mary,1746255003666,1746255005500,1746255005570,70,1904,1834,1834
6,Pina Colada,1746255003728,1746255005572,1746255005672,100,1944,1844,1844
2,Vodka shot,1746255003743,1746255005673,1746255005694,20,1951,1931,1930
7,B52,1746255003765,1746255005696,1746255005896,200,2131,1931,1931
15,Martini,1746255003984,1746255005898,1746255005958,60,1974,1914,1914
16,Cider,1746255003985,1746255005959,1746255005985,25,2000,1975,1974
8,B52,1746255004062,1746255005986,1746255006186,200,2124,1924,1924
17,Margarita,1746255004134,1746255006188,1746255006263,75,2129,2054,2054
3,Draft Beer,1746255004206,1746255006265,1746255006315,50,2109,2059,2059
18,Red Wine,1746255004263,1746255006316,1746255006342,25,2079,2054,2053
20,Bloody Mary,1746255004301,1746255006347,1746255006418,70,2117,2047,2046
9,Bloody Mary,1746255004323,1746255006419,1746255006489,70,2166,2096,2096
19,Tequila shot,1746255004396,1746255006491,1746255006511,20,2115,2095,2095
21,Beer,1746255004472,1746255006513,1746255006538,25,2066,2041,2041
10,Margarita,1746255004518,1746255006540,1746255006615,75,2097,2022,2022
11,Mojito,1746255004565,1746255006617,1746255006692,75,2127,2052,2052
22,Cider,1746255004652,1746255006694,1746255006719,25,2067,2042,2042
4,B52,1746255004659,1746255006721,1746255006921,200,2262,2062,2062
23,Margarita,1746255004761,1746255006923,1746255006998,75,2237,2162,2162
5,Gin and Tonic,1746255004964,1746255007000,1746255007040,40,2076,2036,2036
24,Martini,1746255005081,1746255007050,1746255007110,60,2029,1969,1969
25,Bloody Mary,1746255005133,1746255007112,1746255007182,70,2049,1979,1979
26,White Wine,1746255005150,1746255007183,1746255007209,25,2059,2034,2033
12,Gin and Tonic,1746255005202,1746255007210,1746255007251,40,2049,2009,2008
28,Pina Colada,1746255005229,1746255007252,1746255007353,100,2124,2024,2023
27,Margarita,1746255005324,1746255007354,1746255007430,75,2106,2031,2030
13,Gin and Tonic,1746255005448,1746255007431,1746255007472,40,2024,1984,1983
14,Mojito,1746255005509,1746255007474,1746255007549,75,2040,1965,1965
29,Cosmopolitan,1746255005721,1746255007550,1746255007616,65,1895,1830,1829
6,Draft Beer,1746255005793,1746255007617,1746255007668,50,1875,1825,1824
7,Cosmopolitan,1746255005907,1746255007669,1746255007735,65,1828,1763,1762
15,Martini,1746255006069,1746255007737,1746255007798,60,1729,1669,1668
16,B52,1746255006085,1746255007799,1746255008000,200,1915,1715,1714
8,Cider,1746255006197,1746255008001,1746255008027,25,1830,1805,1804
17,Mojito,1746255006344,1746255008028,1746255008104,75,1760,1685,1684
18,Red Wine,1746255006492,1746255008106,1746255008131,25,1639,1614,1614
19,Tequila shot,1746255006515,1746255008133,1746255008153,20,1638,1618,1618
20,Martini,1746255006568,1746255008155,1746255008215,60,1647,1587,1587
21,Gin and Tonic,1746255006639,1746255008216,1746255008257,40,1618,1578,1577
9,B52,1746255006640,1746255008258,1746255008459,200,1819,1619,1618
10,Draft Beer,1746255006696,1746255008460,1746255008511,50,1815,1765,1764
11,Beer,1746255006803,1746255008512,1746255008537,25,1734,1709,1709
22,Mojito,1746255006820,1746255008539,1746255008614,75,1794,1719,1719
23,Vodka shot,1746255007079,1746255008616,1746255008636,20,1557,1537,1537
24,Martini,1746255007221,1746255008637,1746255008698,60,1477,1417,1416
25,White Wine,1746255007333,1746255008699,1746255008725,25,1392,1367,1366
26,Pina Colada,1746255007360,1746255008726,1746255008827,100,1467,1367,1366
12,Cider,1746255007362,1746255008828,1746255008853,25,1491,1466,1466
28,Gin and Tonic,1746255007474,1746255008855,1746255008895,40,1421,1381,1381
27,Draft Beer,1746255007511,1746255008896,1746255008947,50,1436,1386,1385
13,Gin and Tonic,1746255007583,1746255008948,1746255008988,40,1405,1365,1365
14,Red Wine,1746255007660,1746255008989,1746255009015,25,1355,1330,1329
29,Bloody Mary,1746255007666,1746255009016,1746255009086,70,1420,1350,1350
15,Tequila shot,1746255007909,1746255009088,1746255009108,20,1199,1179,1179
16,Bloody Mary,1746255008011,1746255009110,1746255009180,70,1169,1099,1099
19,Bloody Mary,1746255008157,1746255009181,1746255009252,70,1095,1025,1024
17,Gin and Tonic,1746255008215,1746255009253,1746255009293,40,1078,1038,1038
18,Vodka shot,1746255008282,1746255009295,1746255009315,20,1033,1013,1013
20,Martini,1746255008326,1746255009316,1746255009377,60,1051,991,990
21,Tequila shot,1746255008368,1746255009378,1746255009398,20,1030,1010,1010
23,Martini,1746255008640,1746255009400,1746255009460,60,820,760,760
22,Gin and Tonic,1746255008725,1746255009461,1746255009502,40,777,737,736
24,Pina Colada,1746255008809,1746255009503,1746255009604,100,795,695,694
25,Vodka shot,1746255008875,1746255009607,1746255009627,20,752,732,732
26,Vodka shot,1746255008947,1746255009628,1746255009649,20,702,682,681
28,Red Wine,1746255009006,1746255009650,1746255009675,25,669,644,644
27,Margarita,1746255009047,1746255009677,1746255009752,75,705,630,630
29,Martini,1746255009237,1746255009753,1746255009813,60,576,516,516

Patron Level Statistics:
PatronId,TotalWaitingTime,ResponseTime,Turnaround,DrinksCompleted
0,3121,85,3790,5
1,3721,98,4352,5
2,4719,124,5243,5
3,4880,146,5815,5
4,5491,239,6370,5
5,5883,243,6440,5
6,6173,270,7018,5
7,6432,299,7035,5
8,6565,275,7276,5
9,6841,451,7659,5
10,7097,427,7660,5
11,7099,404,7636,5
12,7252,592,7902,5
13,7186,743,7987,5
14,7346,742,7964,5
15,7267,859,8008,5
16,7446,893,8030,5
17,7311,869,8092,5
18,7361,968,8065,5
19,7391,1047,7952,5
20,7423,1023,8026,5
21,7337,1226,7997,5
22,7361,1249,8051,5
23,7358,1500,7960,5
24,7262,1578,8053,5
25,7236,1622,8026,5
26,7278,1600,7999,5
27,7276,1672,8051,5
28,7376,1650,7925,5
29,7219,1716,8013,5

Stats Summary:
Total Time: 9667 ms
Total Waiting Time: 199708 ms
CPU Utilization: 99.54484328126615%
Throughput: 15.516706320471709 orders/second
Context Switch Time: 1 ms
