PatronId,DrinkName,ArrivalTime,FirstServiceTime,CompletionTime,ExecutionTime,TurnaroundTime,WaitingTime,ResponseTime
0,Cosmopolitan,1746254850376,1746254850384,1746254850463,65,87,22,8
1,Pina Colada,1746254850387,1746254850465,1746254850566,100,179,79,78
2,Beer,1746254850438,1746254850568,1746254850593,25,155,130,130
3,White Wine,1746254850488,1746254850595,1746254850621,25,133,108,107
0,Cider,1746254850515,1746254850622,1746254850648,25,133,108,107
4,Bloody Mary,1746254850538,1746254850649,1746254850720,70,182,112,111
5,Martini,1746254850588,1746254850721,1746254850782,60,194,134,133
6,Tequila shot,1746254850638,1746254850783,1746254850804,20,166,146,145
1,Beer,1746254850687,1746254850805,1746254850831,25,144,119,118
7,White Wine,1746254850688,1746254850832,1746254850858,25,170,145,144
2,Pina Colada,1746254850695,1746254850859,1746254850959,100,264,164,164
8,Pina Colada,1746254850737,1746254850961,1746254851061,100,324,224,224
0,Red Wine,1746254850749,1746254851063,1746254851088,25,339,314,314
3,Martini,1746254850772,1746254851089,1746254851150,60,378,318,317
9,Gin and Tonic,1746254850788,1746254851151,1746254851191,40,403,363,363
6,Cider,1746254850808,1746254851193,1746254851218,25,410,385,385
10,Margarita,1746254850838,1746254851220,1746254851295,75,457,382,382
4,Red Wine,1746254850871,1746254851297,1746254851322,25,451,426,426
11,Tequila shot,1746254850888,1746254851324,1746254851344,20,456,436,436
5,Gin and Tonic,1746254850893,1746254851346,1746254851386,40,493,453,453
1,B52,1746254850932,1746254851387,1746254851588,200,656,456,455
12,Tequila shot,1746254850938,1746254851589,1746254851610,20,672,652,651
13,Mojito,1746254850988,1746254851611,1746254851687,75,699,624,623
7,Cosmopolitan,1746254851009,1746254851688,1746254851753,65,744,679,679
14,Margarita,1746254851038,1746254851755,1746254851830,75,792,717,717
2,Tequila shot,1746254851081,1746254851832,1746254851852,20,771,751,751
15,Pina Colada,1746254851088,1746254851854,1746254851954,100,866,766,766
16,Mojito,1746254851138,1746254851956,1746254852031,75,893,818,818
8,Cider,1746254851182,1746254852032,1746254852058,25,876,851,850
17,Cider,1746254851188,1746254852060,1746254852085,25,897,872,872
18,Pina Colada,1746254851238,1746254852087,1746254852187,100,949,849,849
0,Cider,1746254851239,1746254852189,1746254852214,25,975,950,950
3,Tequila shot,1746254851260,1746254852215,1746254852236,20,976,956,955
19,Pina Colada,1746254851288,1746254852237,1746254852338,100,1050,950,949
9,B52,1746254851302,1746254852339,1746254852540,200,1238,1038,1037
6,Margarita,1746254851319,1746254852541,1746254852617,75,1298,1223,1222
20,Tequila shot,1746254851338,1746254852618,1746254852639,20,1301,1281,1280
11,Vodka shot,1746254851348,1746254852640,1746254852661,20,1313,1293,1292
10,B52,1746254851376,1746254852662,1746254852863,200,1487,1287,1286
21,Tequila shot,1746254851387,1746254852864,1746254852885,20,1498,1478,1477
22,Vodka shot,1746254851438,1746254852886,1746254852907,20,1469,1449,1448
4,Draft Beer,1746254851473,1746254852908,1746254852959,50,1486,1436,1435
23,White Wine,1746254851488,1746254852960,1746254852985,25,1497,1472,1472
5,Draft Beer,1746254851497,1746254852987,1746254853037,50,1540,1490,1490
24,Gin and Tonic,1746254851537,1746254853039,1746254853080,40,1543,1503,1502
25,Bloody Mary,1746254851587,1746254853081,1746254853151,70,1564,1494,1494
1,Gin and Tonic,1746254851598,1746254853153,1746254853193,40,1595,1555,1555
12,Pina Colada,1746254851614,1746254853194,1746254853295,100,1681,1581,1580
26,Red Wine,1746254851637,1746254853296,1746254853322,25,1685,1660,1659
27,B52,1746254851687,1746254853324,1746254853525,200,1838,1638,1637
28,B52,1746254851738,1746254853526,1746254853727,200,1989,1789,1788
29,Red Wine,1746254851788,1746254853728,1746254853754,25,1966,1941,1940
13,Cider,1746254851798,1746254853755,1746254853781,25,1983,1958,1957
7,Tequila shot,1746254851804,1746254853782,1746254853802,20,1998,1978,1978
