PatronId,DrinkName,ArrivalTime,FirstServiceTime,CompletionTime,ExecutionTime,TurnaroundTime,WaitingTime,ResponseTime
0,Martini,1746254989723,1746254989730,1746254989924,60,201,141,7
1,Margarita,1746254989744,1746254989760,1746254990087,75,343,268,16
2,Vodka shot,1746254989794,1746254989819,1746254989865,20,71,51,25
3,Cosmopolitan,1746254989844,1746254989879,1746254990357,65,513,448,35
2,Mojito,1746254989869,1746254989903,1746254990629,75,760,685,34
4,Vodka shot,1746254989894,1746254989938,1746254990009,20,115,95,44
5,Draft Beer,1746254989944,1746254989986,1746254990405,50,461,411,42
6,Tequila shot,1746254989995,1746254990046,1746254990147,20,152,132,51
4,Draft Beer,1746254990013,1746254990070,1746254990587,50,574,524,57
0,Cosmopolitan,1746254990035,1746254990100,1746254991107,65,1072,1007,65
7,Martini,1746254990044,1746254990112,1746254990939,60,895,835,68
8,Martini,1746254990094,1746254990172,1746254991076,60,982,922,78
9,White Wine,1746254990144,1746254990233,1746254990521,25,377,352,89
6,Red Wine,1746254990150,1746254990245,1746254990540,25,390,365,95
1,Draft Beer,1746254990167,1746254990269,1746254991016,50,849,799,102
10,Draft Beer,1746254990195,1746254990317,1746254991088,50,893,843,122
11,B52,1746254990244,1746254990370,1746254995959,200,5715,5515,126
12,Cosmopolitan,1746254990294,1746254990431,1746254991989,65,1695,1630,137
13,Margarita,1746254990344,1746254990492,1746254992441,75,2097,2022,148
14,Beer,1746254990394,1746254990542,1746254990969,25,575,550,148
3,Martini,1746254990407,1746254990553,1746254991970,60,1563,1503,146
15,Martini,1746254990444,1746254990600,1746254992043,60,1599,1539,156
16,Cosmopolitan,1746254990494,1746254990655,1746254992400,65,1906,1841,161
5,Margarita,1746254990506,1746254990679,1746254992822,75,2316,2241,173
17,Margarita,1746254990544,1746254990715,1746254992852,75,2308,2233,171
18,Draft Beer,1746254990594,1746254990762,1746254991982,50,1388,1338,168
19,Cosmopolitan,1746254990645,1746254990820,1746254992695,65,2050,1985,175
