PatronId,DrinkName,ArrivalTime,FirstServiceTime,CompletionTime,ExecutionTime,TurnaroundTime,WaitingTime,ResponseTime
0,Cosmopolitan,1746255010276,1746255010289,1746255010365,65,89,24,13
1,Cider,1746255010291,1746255010367,1746255010393,25,102,77,76
2,Margarita,1746255010341,1746255010562,1746255010637,75,296,221,221
3,Bloody Mary,1746255010391,1746255010394,1746255010465,70,74,4,3
0,Gin and Tonic,1746255010417,1746255010466,1746255010507,40,90,50,49
4,Pina Colada,1746255010441,1746255015668,1746255015769,100,5328,5228,5227
5,Cider,1746255010491,1746255010508,1746255010533,25,42,17,17
1,Beer,1746255010494,1746255010535,1746255010560,25,66,41,41
6,Mojito,1746255010541,1746255013098,1746255013174,75,2633,2558,2557
7,Draft Beer,1746255010591,1746255010747,1746255010797,50,206,156,156
3,Beer,1746255010616,1746255010639,1746255010664,25,48,23,23
0,Cider,1746255010618,1746255010666,1746255010691,25,73,48,48
5,Bloody Mary,1746255010635,1746255012162,1746255012232,70,1597,1527,1527
8,Draft Beer,1746255010641,1746255010981,1746255011031,50,390,340,340
1,Pina Colada,1746255010661,1746255014613,1746255014713,100,4052,3952,3952
9,White Wine,1746255010691,1746255010693,1746255010718,25,27,2,2
2,Red Wine,1746255010719,1746255010720,1746255010745,25,26,1,1
10,Mojito,1746255010741,1746255012835,1746255012910,75,2169,2094,2094
3,Gin and Tonic,1746255010765,1746255010799,1746255010839,40,74,34,34
0,Gin and Tonic,1746255010792,1746255010841,1746255010881,40,89,49,49
11,Margarita,1746255010791,1746255013175,1746255013250,75,2459,2384,2384
12,B52,1746255010841,1746255016508,1746255016709,200,5868,5668,5667
9,White Wine,1746255010869,1746255010883,1746255010908,25,39,14,14
13,Vodka shot,1746255010891,1746255010910,1746255010930,20,39,19,19
2,Martini,1746255010896,1746255011692,1746255011753,60,857,797,796
7,Red Wine,1746255010898,1746255010932,1746255010957,25,59,34,34
13,Margarita,1746255010935,1746255012933,1746255013008,75,2073,1998,1998
14,Martini,1746255010941,1746255011087,1746255011147,60,206,146,146
3,Tequila shot,1746255010950,1746255010959,1746255010979,20,29,9,9
3,White Wine,1746255010983,1746255011033,1746255011058,25,75,50,50
15,Bloody Mary,1746255010991,1746255012619,1746255012689,70,1698,1628,1628
0,Margarita,1746255010992,1746255013330,1746255013406,75,2414,2339,2338
16,Red Wine,1746255011041,1746255011060,1746255011085,25,44,19,19
9,Pina Colada,1746255011059,1746255015198,1746255015298,100,4239,4139,4139
17,Beer,1746255011091,1746255011172,1746255011198,25,107,82,81
7,Draft Beer,1746255011109,1746255011222,1746255011272,50,163,113,113
8,B52,1746255011132,1746255018132,1746255018332,200,7200,7000,7000
18,Vodka shot,1746255011141,1746255011149,1746255011170,20,29,9,8
18,Draft Beer,1746255011175,1746255011322,1746255011373,50,198,148,147
19,Vodka shot,1746255011191,1746255011200,1746255011220,20,29,9,9
19,Margarita,1746255011224,1746255014011,1746255014086,75,2862,2787,2787
16,B52,1746255011237,1746255016900,1746255017100,200,5863,5663,5663
20,Beer,1746255011241,1746255011274,1746255011299,25,58,33,33
14,Pina Colada,1746255011258,1746255014340,1746255014440,100,3182,3082,3082
21,Tequila shot,1746255011291,1746255011301,1746255011321,20,30,10,10
17,Bloody Mary,1746255011299,1746255012547,1746255012618,70,1319,1249,1248
21,White Wine,1746255011325,1746255011374,1746255011400,25,75,50,49
22,Martini,1746255011341,1746255011867,1746255011927,60,586,526,526
7,Martini,1746255011373,1746255011455,1746255011515,60,142,82,82
23,Beer,1746255011391,1746255011401,1746255011426,25,35,10,10
20,Red Wine,1746255011400,1746255011428,1746255011453,25,53,28,28
24,Martini,1746255011441,1746255011929,1746255011989,60,548,488,488
18,Red Wine,1746255011473,1746255011517,1746255011542,25,69,44,44
25,B52,1746255011491,1746255018988,1746255019188,200,7697,7497,7497
23,Tequila shot,1746255011527,1746255011543,1746255011564,20,37,17,16
26,Vodka shot,1746255011541,1746255011565,1746255011586,20,45,25,24
21,Bloody Mary,1746255011550,1746255012302,1746255012373,70,823,753,752
23,Draft Beer,1746255011567,1746255011587,1746255011637,50,70,20,20
26,White Wine,1746255011589,1746255011639,1746255011664,25,75,50,50
27,Bloody Mary,1746255011591,1746255012453,1746255012524,70,933,863,862
20,Pina Colada,1746255011604,1746255014469,1746255014569,100,2965,2865,2865
7,Red Wine,1746255011626,1746255011666,1746255011691,25,65,40,40
28,Martini,1746255011641,1746255011991,1746255012051,60,410,350,350
29,Pina Colada,1746255011691,1746255015490,1746255015590,100,3899,3799,3799
18,Vodka shot,1746255011693,1746255011754,1746255011775,20,82,62,61
23,Vodka shot,1746255011738,1746255011776,1746255011797,20,59,39,38
18,Gin and Tonic,1746255011779,1746255011798,1746255011839,40,60,20,19
23,Margarita,1746255011801,1746255013677,1746255013752,75,1951,1876,1876
26,Beer,1746255011815,1746255011840,1746255011865,25,50,25,25
2,Mojito,1746255011864,1746255013934,1746255014009,75,2145,2070,2070
26,Cosmopolitan,1746255011966,1746255012095,1746255012160,65,194,129,129
22,Gin and Tonic,1746255012038,1746255012053,1746255012093,40,55,15,15
24,Pina Colada,1746255012100,1746255014833,1746255014934,100,2834,2734,2733
28,B52,1746255012162,1746255017170,1746255017371,200,5209,5009,5008
22,Beer,1746255012204,1746255012233,1746255012259,25,55,30,29
26,Gin and Tonic,1746255012211,1746255012260,1746255012301,40,90,50,49
22,Cider,1746255012360,1746255012375,1746255012400,25,40,15,15
5,Draft Beer,1746255012383,1746255012401,1746255012452,50,69,19,18
22,Pina Colada,1746255012501,1746255015923,1746255016023,100,3522,3422,3422
21,Tequila shot,1746255012524,1746255012525,1746255012546,20,22,2,1
21,Bloody Mary,1746255012550,1746255012691,1746255012761,70,211,141,141
5,B52,1746255012553,1746255019313,1746255019514,200,6961,6761,6760
27,Bloody Mary,1746255012674,1746255012763,1746255012833,70,159,89,89
17,Pina Colada,1746255012769,1746255015797,1746255015897,100,3128,3028,3028
15,Vodka shot,1746255012840,1746255012911,1746255012932,20,92,72,71
15,B52,1746255012935,1746255018683,1746255018883,200,5948,5748,5748
27,Martini,1746255012984,1746255013010,1746255013070,60,86,26,26
10,Cider,1746255013021,1746255013072,1746255013097,25,76,51,51
13,B52,1746255013089,1746255016128,1746255016329,200,3240,3040,3039
27,Margarita,1746255013181,1746255013573,1746255013649,75,468,393,392
10,Draft Beer,1746255013198,1746255013252,1746255013302,50,104,54,54
6,Red Wine,1746255013284,1746255013304,1746255013329,25,45,20,20
11,Bloody Mary,1746255013331,1746255013408,1746255013478,70,147,77,77
10,Bloody Mary,1746255013403,1746255013480,1746255013550,70,147,77,77
6,Tequila shot,1746255013480,1746255013551,1746255013572,20,92,72,71
