PatronId,DrinkName,ArrivalTime,FirstServiceTime,CompletionTime,ExecutionTime,TurnaroundTime,WaitingTime,ResponseTime
1,Cider,1746255217945,1746255217965,1746255218024,25,79,54,20
0,Draft Beer,1746255217945,1746255218027,1746255218077,50,132,82,82
2,Martini,1746255217990,1746255218078,1746255218139,60,149,89,88
3,Draft Beer,1746255218037,1746255218140,1746255218191,50,154,104,103
4,Vodka shot,1746255218087,1746255218192,1746255218213,20,126,106,105
1,Vodka shot,1746255218126,1746255218214,1746255218234,20,108,88,88
5,Vodka shot,1746255218137,1746255218236,1746255218256,20,119,99,99
0,Cider,1746255218178,1746255218258,1746255218283,25,105,80,80
6,Gin and Tonic,1746255218187,1746255218285,1746255218325,40,138,98,98
4,Pina Colada,1746255218217,1746255218327,1746255218427,100,210,110,110
7,White Wine,1746255218237,1746255218429,1746255218454,25,217,192,192
1,Beer,1746255218238,1746255218455,1746255218481,25,243,218,217
2,Tequila shot,1746255218250,1746255218482,1746255218503,20,253,233,232
5,White Wine,1746255218260,1746255218504,1746255218530,25,270,245,244
8,Martini,1746255218287,1746255218531,1746255218591,60,304,244,244
3,Mojito,1746255218292,1746255218593,1746255218668,75,376,301,301
9,Beer,1746255218337,1746255218670,1746255218695,25,358,333,333
0,Beer,1746255218384,1746255218697,1746255218722,25,338,313,313
10,White Wine,1746255218387,1746255218724,1746255218749,25,362,337,337
6,Draft Beer,1746255218436,1746255218751,1746255218801,50,365,315,315
11,White Wine,1746255218437,1746255218803,1746255218886,25,449,424,366
12,Cider,1746255218487,1746255218887,1746255218913,25,426,401,400
2,Vodka shot,1746255218507,1746255218914,1746255218935,20,428,408,407
13,Vodka shot,1746255218537,1746255218936,1746255218957,20,420,400,399
4,Beer,1746255218548,1746255218958,1746255218983,25,435,410,410
1,B52,1746255218582,1746255218985,1746255219185,200,603,403,403
14,Pina Colada,1746255218587,1746255219187,1746255219287,100,700,600,600
7,White Wine,1746255218605,1746255219289,1746255219314,25,709,684,684
15,Gin and Tonic,1746255218637,1746255219316,1746255219356,40,719,679,679
5,Margarita,1746255218680,1746255219357,1746255219433,75,753,678,677
16,White Wine,1746255218687,1746255219434,1746255219460,25,773,748,747
8,Mojito,1746255218702,1746255219461,1746255219536,75,834,759,759
17,Margarita,1746255218740,1746255219538,1746255219613,75,873,798,798
3,Cosmopolitan,1746255218779,1746255219615,1746255219680,65,901,836,836
18,Margarita,1746255218787,1746255219682,1746255219757,75,970,895,895
9,B52,1746255218796,1746255219759,1746255219959,200,1163,963,963
0,Beer,1746255218861,1746255219961,1746255219986,25,1125,1100,1100
19,Margarita,1746255218861,1746255219987,1746255220063,75,1202,1127,1126
20,B52,1746255218887,1746255220064,1746255220265,200,1378,1178,1177
10,Cider,1746255218900,1746255220266,1746255220291,25,1391,1366,1366
6,Cider,1746255218902,1746255220293,1746255220318,25,1416,1391,1391
21,Red Wine,1746255218937,1746255220320,1746255220345,25,1408,1383,1383
2,Cider,1746255218938,1746255220346,1746255220372,25,1434,1409,1408
13,White Wine,1746255218960,1746255220373,1746255220399,25,1439,1414,1413
22,Tequila shot,1746255218987,1746255220401,1746255220421,20,1434,1414,1414
12,Pina Colada,1746255219013,1746255220422,1746255220523,100,1510,1410,1409
11,Beer,1746255219037,1746255220524,1746255220550,25,1513,1488,1487
23,Martini,1746255219037,1746255220551,1746255220611,60,1574,1514,1514
4,B52,1746255219084,1746255220613,1746255220813,200,1729,1529,1529
24,Beer,1746255219087,1746255220815,1746255220840,25,1753,1728,1728
25,Cider,1746255219137,1746255220842,1746255220867,25,1730,1705,1705
26,Gin and Tonic,1746255219186,1746255220869,1746255220909,40,1723,1683,1683
1,Draft Beer,1746255219196,1746255220911,1746255220961,50,1765,1715,1715
27,Tequila shot,1746255219237,1746255220962,1746255220983,20,1746,1726,1725
28,Martini,1746255219287,1746255220985,1746255221045,60,1758,1698,1698
29,Cosmopolitan,1746255219337,1746255221047,1746255221112,65,1775,1710,1710
14,White Wine,1746255219408,1746255221113,1746255221139,25,1731,1706,1705
7,Bloody Mary,1746255219465,1746255221140,1746255221210,70,1745,1675,1675
15,Margarita,1746255219467,1746255221212,1746255221287,75,1820,1745,1745
5,White Wine,1746255219514,1746255221289,1746255221314,25,1800,1775,1775
16,Cider,1746255219610,1746255221316,1746255221342,25,1732,1707,1706
8,Bloody Mary,1746255219647,1746255221343,1746255221414,70,1767,1697,1696
17,Cider,1746255219694,1746255221415,1746255221441,25,1747,1722,1721
3,Pina Colada,1746255219731,1746255221442,1746255221543,100,1812,1712,1711
18,Beer,1746255219838,1746255221544,1746255221569,25,1731,1706,1706
9,Draft Beer,1746255219970,1746255221571,1746255221621,50,1651,1601,1601
0,Beer,1746255220087,1746255221623,1746255221648,25,1561,1536,1536
19,Martini,1746255220144,1746255221650,1746255221710,60,1566,1506,1506
20,Vodka shot,1746255220275,1746255221712,1746255221732,20,1457,1437,1437
10,B52,1746255220392,1746255221734,1746255221934,200,1542,1342,1342
6,Gin and Tonic,1746255220419,1746255221936,1746255221976,40,1557,1517,1517
22,Martini,1746255220425,1746255221978,1746255222039,60,1614,1554,1553
2,Margarita,1746255220473,1746255222040,1746255222116,75,1643,1568,1567
21,B52,1746255220496,1746255222118,1746255222318,200,1822,1622,1622
13,Pina Colada,1746255220551,1746255222320,1746255222420,100,1869,1769,1769
12,Vodka shot,1746255220644,1746255222422,1746255222442,20,1798,1778,1778
11,White Wine,1746255220651,1746255222444,1746255222469,25,1818,1793,1793
23,Beer,1746255220723,1746255222471,1746255222496,25,1773,1748,1748
4,Draft Beer,1746255220824,1746255222498,1746255222548,50,1724,1674,1674
24,Cosmopolitan,1746255220941,1746255222549,1746255222615,65,1674,1609,1608
25,Martini,1746255220968,1746255222616,1746255222677,60,1709,1649,1648
27,Martini,1746255220987,1746255222678,1746255222739,60,1752,1692,1691
26,Bloody Mary,1746255221020,1746255222740,1746255222811,70,1791,1721,1720
28,Beer,1746255221156,1746255222812,1746255222837,25,1681,1656,1656
29,Bloody Mary,1746255221163,1746255222839,1746255222909,70,1746,1676,1676
14,Tequila shot,1746255221289,1746255222911,1746255222931,20,1642,1622,1622
7,B52,1746255221361,1746255222933,1746255223133,200,1772,1572,1572
15,Cosmopolitan,1746255221368,1746255223135,1746255223200,65,1832,1767,1767
16,Tequila shot,1746255221442,1746255223202,1746255223222,20,1780,1760,1760
5,Mojito,1746255221465,1746255223224,1746255223299,75,1834,1759,1759
17,Vodka shot,1746255221542,1746255223301,1746255223321,20,1779,1759,1759
8,Vodka shot,1746255221565,1746255223323,1746255223343,20,1778,1758,1758
3,Gin and Tonic,1746255221663,1746255223346,1746255223387,40,1724,1684,1683
18,Draft Beer,1746255221670,1746255223388,1746255223439,50,1769,1719,1718
9,Bloody Mary,1746255221722,1746255223440,1746255223510,70,1788,1718,1718
20,Red Wine,1746255221736,1746255223512,1746255223537,25,1801,1776,1776
19,Martini,1746255221821,1746255223539,1746255223599,60,1778,1718,1718
10,Tequila shot,1746255221945,1746255223601,1746255223621,20,1676,1656,1656
6,Martini,1746255222087,1746255223622,1746255223683,60,1596,1536,1535
22,Bloody Mary,1746255222150,1746255223684,1746255223755,70,1605,1535,1534
