PatronId,DrinkName,ArrivalTime,FirstServiceTime,CompletionTime,ExecutionTime,TurnaroundTime,WaitingTime,ResponseTime
0,Martini,1746255266557,1746255266563,1746255266771,60,214,154,6
1,Margarita,1746255266575,1746255266595,1746255266932,75,357,282,20
2,Mojito,1746255266625,1746255266642,1746255267148,75,523,448,17
3,Martini,1746255266675,1746255266701,1746255267051,60,376,316,26
4,Bloody Mary,1746255266725,1746255266773,1746255267327,70,602,532,48
5,Mojito,1746255266775,1746255266820,1746255267718,75,943,868,45
6,Red Wine,1746255266825,1746255266880,1746255267082,25,257,232,55
7,White Wine,1746255266875,1746255266934,1746255267155,25,280,255,59
0,Cider,1746255266882,1746255266958,1746255267161,25,279,254,76
8,Margarita,1746255266925,1746255267006,1746255268461,75,1536,1461,81
9,Gin and Tonic,1746255266975,1746255267065,1746255267457,40,482,442,90
1,Mojito,1746255267013,1746255267107,1746255268680,75,1667,1592,94
10,Gin and Tonic,1746255267025,1746255267131,1746255267599,40,574,534,106
11,Cosmopolitan,1746255267075,1746255267175,1746255268603,65,1528,1463,100
12,Tequila shot,1746255267125,1746255267222,1746255267375,20,250,230,97
3,Beer,1746255267162,1746255267258,1746255267641,25,479,454,96
13,Vodka shot,1746255267175,1746255267281,1746255267469,20,294,274,106
14,White Wine,1746255267225,1746255267341,1746255267760,25,535,510,116
6,Vodka shot,1746255267232,1746255267353,1746255267552,20,320,300,121
2,Vodka shot,1746255267259,1746255267400,1746255267611,20,352,332,141
0,Bloody Mary,1746255267263,1746255267412,1746255269139,70,1876,1806,149
15,Cosmopolitan,1746255267275,1746255267435,1746255269182,65,1907,1842,160
7,Mojito,1746255267305,1746255267482,1746255269561,75,2256,2181,177
16,Pina Colada,1746255267326,1746255267506,1746255270201,100,2875,2775,180
17,B52,1746255267376,1746255267553,1746255273357,200,5981,5781,177
12,Cider,1746255267379,1746255267565,1746255268084,25,705,680,186
18,Tequila shot,1746255267426,1746255267624,1746255267878,20,452,432,198
13,Draft Beer,1746255267472,1746255267654,1746255268868,50,1396,1346,182
19,Gin and Tonic,1746255267476,1746255267666,1746255268584,40,1108,1068,190
4,Red Wine,1746255267478,1746255267678,1746255268268,25,790,765,200
20,Cosmopolitan,1746255267526,1746255267732,1746255269640,65,2114,2049,206
6,Mojito,1746255267555,1746255267762,1746255269942,75,2387,2312,207
9,Vodka shot,1746255267568,1746255267786,1746255268077,20,509,489,218
21,Martini,1746255267576,1746255267809,1746255269403,60,1827,1767,233
2,Margarita,1746255267614,1746255267832,1746255270077,75,2463,2388,218
22,Red Wine,1746255267626,1746255267856,1746255268491,25,865,840,230
23,Margarita,1746255267676,1746255267903,1746255270154,75,2478,2403,227
10,Bloody Mary,1746255267709,1746255267950,1746255269866,70,2157,2087,241
24,Beer,1746255267726,1746255267974,1746255268644,25,918,893,248
3,Beer,1746255267742,1746255267997,1746255268662,25,920,895,255
25,Martini,1746255267776,1746255268044,1746255269669,60,1893,1833,268
26,Tequila shot,1746255267826,1746255268097,1746255268443,20,617,597,271
5,Pina Colada,1746255267829,1746255268109,1746255271075,100,3246,3146,280
27,Gin and Tonic,1746255267877,1746255268169,1746255269151,40,1274,1234,292
18,Martini,1746255267882,1746255268181,1746255269808,60,1926,1866,299
14,Red Wine,1746255267911,1746255268216,1746255268875,25,964,939,305
28,Pina Colada,1746255267926,1746255268251,1746255271157,100,3231,3131,325
29,Bloody Mary,1746255267977,1746255268304,1746255270183,70,2206,2136,327
9,Beer,1746255268081,1746255268409,1746255269045,25,964,939,328
12,B52,1746255268184,1746255268504,1746255274245,200,6061,5861,320
4,Pina Colada,1746255268419,1746255268717,1746255271600,100,3181,3081,298
26,Margarita,1746255268447,1746255268752,1746255271029,75,2582,2507,305
8,Gin and Tonic,1746255268542,1746255268846,1746255269819,40,1277,1237,304
22,Beer,1746255268642,1746255268935,1746255269591,25,949,924,293
11,Beer,1746255268653,1746255268946,1746255269598,25,945,920,293
19,Red Wine,1746255268694,1746255268993,1746255269658,25,964,939,299
24,Tequila shot,1746255268745,1746255269046,1746255269392,20,647,627,301
3,Mojito,1746255268762,1746255269082,1746255271349,75,2587,2512,320
1,Draft Beer,1746255268791,1746255269117,1746255270410,50,1619,1569,326
13,Mojito,1746255268968,1746255269288,1746255271518,75,2550,2475,320
14,Cosmopolitan,1746255269026,1746255269347,1746255271229,65,2203,2138,321
9,Pina Colada,1746255269146,1746255269463,1746255272297,100,3151,3051,317
15,Beer,1746255269232,1746255269545,1746255270172,25,940,915,313
27,White Wine,1746255269262,1746255269574,1746255270190,25,928,903,312
0,Margarita,1746255269290,1746255269611,1746255271810,75,2520,2445,321
24,Draft Beer,1746255269395,1746255269705,1746255271011,50,1616,1566,310
21,Martini,1746255269514,1746255269821,1746255271442,60,1928,1868,307
7,Red Wine,1746255269672,1746255269944,1746255270556,25,884,859,272
20,Cosmopolitan,1746255269690,1746255269967,1746255271851,65,2161,2096,277
22,Cider,1746255269692,1746255269978,1746255270597,25,905,880,286
11,Cosmopolitan,1746255269698,1746255270001,1746255271881,65,2183,2118,303
25,Bloody Mary,1746255269780,1746255270090,1746255271962,70,2182,2112,310
19,Mojito,1746255269808,1746255270125,1746255272381,75,2573,2498,317
18,Vodka shot,1746255269918,1746255270203,1746255270504,20,586,566,285
8,Tequila shot,1746255269930,1746255270226,1746255270538,20,608,588,296
10,White Wine,1746255270016,1746255270319,1746255270964,25,948,923,303
6,B52,1746255270052,1746255270365,1746255275220,200,5168,4968,313
2,Pina Colada,1746255270158,1746255270470,1746255273223,100,3065,2965,312
23,Red Wine,1746255270234,1746255270516,1746255271199,25,965,940,282
15,Vodka shot,1746255270272,1746255270569,1746255270911,20,639,619,297
16,Beer,1746255270322,1746255270622,1746255271282,25,960,935,300
29,Cider,1746255270334,1746255270645,1746255271289,25,955,930,311
27,Beer,1746255270340,1746255270657,1746255271296,25,956,931,317
18,Vodka shot,1746255270507,1746255270819,1746255271169,20,662,642,312
1,Cosmopolitan,1746255270511,1746255270831,1746255272669,65,2158,2093,320
8,Cosmopolitan,1746255270542,1746255270866,1746255272699,65,2157,2092,324
22,Bloody Mary,1746255270698,1746255271012,1746255272838,70,2140,2070,314
7,Beer,1746255270707,1746255271030,1746255271618,25,911,886,323
15,Pina Colada,1746255270915,1746255271230,1746255273838,100,2923,2823,315
26,Mojito,1746255271110,1746255271374,1746255273441,75,2331,2256,264
24,Cider,1746255271111,1746255271397,1746255272061,25,950,925,286
10,Mojito,1746255271115,1746255271409,1746255273507,75,2392,2317,294
18,Beer,1746255271173,1746255271455,1746255272115,25,942,917,282
5,Tequila shot,1746255271196,1746255271490,1746255271821,20,625,605,294
28,Draft Beer,1746255271278,1746255271566,1746255272803,50,1525,1475,288
14,Cider,1746255271280,1746255271578,1746255272227,25,947,922,298
23,Mojito,1746255271349,1746255271631,1746255273698,75,2349,2274,282
16,Red Wine,1746255271383,1746255271666,1746255272304,25,921,896,283
29,Red Wine,1746255271390,1746255271689,1746255272322,25,932,907,299
27,Red Wine,1746255271396,1746255271712,1746255272363,25,967,942,316
3,Vodka shot,1746255271460,1746255271770,1746255272108,20,648,628,310
21,Tequila shot,1746255271553,1746255271852,1746255272174,20,621,601,299
13,Red Wine,1746255271629,1746255271916,1746255272540,25,911,886,287
7,B52,1746255271718,1746255272021,1746255275654,200,3936,3736,303
4,Red Wine,1746255271720,1746255272033,1746255272628,25,908,883,313
5,Martini,1746255271825,1746255272128,1746255273550,60,1725,1665,303
0,Margarita,1746255271890,1746255272187,1746255274175,75,2285,2210,297
20,Pina Colada,1746255271901,1746255272210,1746255274611,100,2710,2610,309
11,White Wine,1746255271931,1746255272252,1746255272844,25,913,888,321
25,Vodka shot,1746255272113,1746255272395,1746255272662,20,549,529,282
24,Tequila shot,1746255272162,1746255272442,1746255272710,20,548,528,280
21,White Wine,1746255272177,1746255272465,1746255273049,25,872,847,288
14,Pina Colada,1746255272328,1746255272588,1746255274810,100,2482,2382,260
9,Draft Beer,1746255272418,1746255272670,1746255273779,50,1361,1311,252
16,Red Wine,1746255272454,1746255272711,1746255273310,25,856,831,257
29,B52,1746255272473,1746255272735,1746255275776,200,3303,3103,262
19,Mojito,1746255272492,1746255272770,1746255274588,75,2096,2021,278
27,Beer,1746255272513,1746255272804,1746255273400,25,887,862,291
25,Cider,1746255272666,1746255272939,1746255273514,25,848,823,273
13,Mojito,1746255272690,1746255272962,1746255274687,75,1997,1922,272
1,B52,1746255272720,1746255272985,1746255275810,200,3090,2890,265
8,Mojito,1746255272749,1746255273031,1746255274752,75,2003,1928,282
4,Tequila shot,1746255272778,1746255273061,1746255273369,20,591,571,283
28,Mojito,1746255272904,1746255273178,1746255274828,75,1924,1849,274
22,Vodka shot,1746255272988,1746255273270,1746255273562,20,574,554,282
11,Margarita,1746255272995,1746255273282,1746255274869,75,1874,1799,287
21,Cider,1746255273199,1746255273478,1746255274018,25,819,794,279
2,Tequila shot,1746255273344,1746255273612,1746255273884,20,540,520,268
17,B52,1746255273369,1746255273635,1746255275902,200,2533,2333,266
16,Gin and Tonic,1746255273461,1746255273711,1746255274452,40,991,951,250
26,Cider,1746255273552,1746255273793,1746255274288,25,736,711,241
25,Mojito,1746255273615,1746255273851,1746255275179,75,1564,1489,236
10,White Wine,1746255273618,1746255273862,1746255274353,25,735,710,244
5,Cider,1746255273661,1746255273920,1746255274395,25,734,709,259
23,Pina Colada,1746255273809,1746255274054,1746255275457,100,1648,1548,245
15,Cosmopolitan,1746255273958,1746255274188,1746255275209,65,1251,1186,230
12,Draft Beer,1746255274257,1746255274454,1746255275108,50,851,801,197
26,Cider,1746255274389,1746255274589,1746255274933,25,544,519,200
19,Martini,1746255274699,1746255274841,1746255275445,60,746,686,142
20,Beer,1746255274732,1746255274882,1746255275161,25,429,404,150
28,White Wine,1746255274938,1746255275063,1746255275295,25,357,332,125
12,White Wine,1746255275208,1746255275297,1746255275509,25,301,276,89
6,Beer,1746255275230,1746255275308,1746255275516,25,286,261,78
20,Tequila shot,1746255275261,1746255275354,1746255275468,20,207,187,93
28,Red Wine,1746255275446,1746255275529,1746255275661,25,215,190,83
23,B52,1746255275577,1746255275633,1746255276201,200,624,424,56
29,Pina Colada,1746255275787,1746255275812,1746255276096,100,309,209,25
17,White Wine,1746255275912,1746255275926,1746255276002,25,90,65,14
17,Cosmopolitan,1746255276153,1746255276156,1746255276254,65,101,36,3
17,Margarita,1746255276305,1746255276305,1746255276391,75,86,11,0

Patron Level Statistics:
PatronId,TotalWaitingTime,ResponseTime,Turnaround,DrinksCompleted
0,849,214,7618,5
1,1025,357,9235,5
2,956,523,7259,5
3,1007,376,5433,5
4,1142,602,6644,5
5,1181,943,7620,5
6,774,257,8691,5
7,1134,280,8779,5
8,1287,1536,7827,5
9,1205,482,6804,5
10,1188,574,7328,5
11,1304,1528,7794,5
12,889,250,8384,5
13,1167,294,7512,5
14,1300,535,7585,5
15,1315,1907,7934,5
16,1270,2875,7126,5
17,460,5981,9015,5
18,1376,452,4689,5
19,1226,1108,7969,5
20,1035,2114,7942,5
21,1406,1827,6442,5
22,1405,865,5936,5
23,1092,2478,8525,5
24,1425,918,4984,5
25,1369,1893,7403,5
26,1281,617,7107,5
27,1528,1274,5523,5
28,1095,3231,7735,5
29,1224,2206,8119,5

Stats Summary:
Total Time: 10004 ms
Total Waiting Time: 34915 ms
CPU Utilization: 99.28028788484606%
Throughput: 14.994002399040383 orders/second
Context Switch Time: 1 ms
Time Quantum: 10 ms
