PatronId,DrinkName,ArrivalTime,FirstServiceTime,CompletionTime,ExecutionTime,TurnaroundTime,WaitingTime,ResponseTime
0,Gin and Tonic,1746254819239,1746254819250,1746254819337,40,98,58,11
1,Margarita,1746254819239,1746254819339,1746254819415,75,176,101,100
2,Draft Beer,1746254819240,1746254819416,1746254819466,50,226,176,176
3,Martini,1746254819290,1746254819468,1746254819528,60,238,178,178
4,Beer,1746254819341,1746254819530,1746254819555,25,214,189,189
5,Gin and Tonic,1746254819391,1746254819557,1746254819597,40,206,166,166
6,Martini,1746254819441,1746254819599,1746254819659,60,218,158,158
0,Margarita,1746254819449,1746254819661,1746254819736,75,287,212,212
7,Vodka shot,1746254819490,1746254819738,1746254819758,20,268,248,248
1,Gin and Tonic,1746254819495,1746254819760,1746254819800,40,305,265,265
8,Red Wine,1746254819540,1746254819801,1746254819827,25,287,262,261
2,Mojito,1746254819568,1746254819828,1746254819903,75,335,260,260
9,White Wine,1746254819591,1746254819905,1746254819930,25,339,314,314
3,Tequila shot,1746254819639,1746254819932,1746254819952,20,313,293,293
10,Beer,1746254819641,1746254819954,1746254819979,25,338,313,313
4,Draft Beer,1746254819656,1746254819980,1746254820031,50,375,325,324
11,Red Wine,1746254819690,1746254820033,1746254820058,25,368,343,343
5,Cider,1746254819708,1746254820060,1746254820085,25,377,352,352
12,Martini,1746254819740,1746254820086,1746254820147,60,407,347,346
7,Tequila shot,1746254819762,1746254820148,1746254820168,20,406,386,386
6,Bloody Mary,1746254819770,1746254820170,1746254820240,70,470,400,400
13,Pina Colada,1746254819790,1746254820242,1746254820343,100,553,453,452
0,Martini,1746254819817,1746254820344,1746254820404,60,587,527,527
14,Tequila shot,1746254819841,1746254820406,1746254820426,20,585,565,565
15,White Wine,1746254819890,1746254820427,1746254820453,25,563,538,537
1,Bloody Mary,1746254819911,1746254820454,1746254820524,70,613,543,543
16,Red Wine,1746254819941,1746254820526,1746254820551,25,610,585,585
3,Draft Beer,1746254819956,1746254820553,1746254820603,50,647,597,597
8,Tequila shot,1746254819977,1746254820605,1746254820625,20,648,628,628
17,B52,1746254819990,1746254820627,1746254820827,200,837,637,637
2,B52,1746254820014,1746254820828,1746254821029,200,1015,815,814
18,Gin and Tonic,1746254820040,1746254821031,1746254821071,40,1031,991,991
10,Cider,1746254820079,1746254821073,1746254821098,25,1019,994,994
9,Cider,1746254820081,1746254821100,1746254821125,25,1044,1019,1019
19,Martini,1746254820090,1746254821127,1746254821187,60,1097,1037,1037
4,Tequila shot,1746254820132,1746254821188,1746254821209,20,1077,1057,1056
20,Gin and Tonic,1746254820140,1746254821210,1746254821250,40,1110,1070,1070
7,White Wine,1746254820172,1746254821252,1746254821277,25,1105,1080,1080
5,Martini,1746254820186,1746254821278,1746254821339,60,1153,1093,1092
21,Cosmopolitan,1746254820190,1746254821340,1746254821405,65,1215,1150,1150
11,Red Wine,1746254820209,1746254821407,1746254821433,25,1224,1199,1198
22,White Wine,1746254820241,1746254821434,1746254821460,25,1219,1194,1193
12,Bloody Mary,1746254820258,1746254821461,1746254821531,70,1273,1203,1203
23,Draft Beer,1746254820291,1746254821533,1746254821583,50,1292,1242,1242
24,Mojito,1746254820340,1746254821585,1746254821660,75,1320,1245,1245
25,Martini,1746254820390,1746254821662,1746254821722,60,1332,1272,1272
6,Cider,1746254820392,1746254821723,1746254821749,25,1357,1332,1331
14,Draft Beer,1746254820429,1746254821750,1746254821800,50,1371,1321,1321
26,Red Wine,1746254820440,1746254821802,1746254821827,25,1387,1362,1362
13,Bloody Mary,1746254820463,1746254821829,1746254821899,70,1436,1366,1366
27,Cosmopolitan,1746254820490,1746254821901,1746254821967,65,1477,1412,1411
0,Margarita,1746254820515,1746254821968,1746254822043,75,1528,1453,1453
28,Draft Beer,1746254820540,1746254822045,1746254822095,50,1555,1505,1505
29,Cider,1746254820590,1746254822097,1746254822122,25,1532,1507,1507
15,Tequila shot,1746254820603,1746254822124,1746254822144,20,1541,1521,1521
8,White Wine,1746254820629,1746254822146,1746254822171,25,1542,1517,1517
1,B52,1746254820676,1746254822173,1746254822373,200,1697,1497,1497
16,White Wine,1746254820702,1746254822375,1746254822400,25,1698,1673,1673
3,Vodka shot,1746254820704,1746254822402,1746254822422,20,1718,1698,1698
17,Bloody Mary,1746254820838,1746254822424,1746254822494,70,1656,1586,1586
2,White Wine,1746254821040,1746254822495,1746254822521,25,1481,1456,1455
18,Beer,1746254821182,1746254822522,1746254822547,25,1365,1340,1340
10,Vodka shot,1746254821199,1746254822549,1746254822569,20,1370,1350,1350
4,Martini,1746254821212,1746254822570,1746254822631,60,1419,1359,1358
9,Martini,1746254821226,1746254822632,1746254822693,60,1467,1407,1406
19,Tequila shot,1746254821298,1746254822694,1746254822714,20,1416,1396,1396
20,B52,1746254821361,1746254822716,1746254822916,200,1555,1355,1355
7,Tequila shot,1746254821428,1746254822917,1746254822938,20,1510,1490,1489
5,Martini,1746254821449,1746254822939,1746254823000,60,1551,1491,1490
21,B52,1746254821456,1746254823001,1746254823201,200,1745,1545,1545
11,Gin and Tonic,1746254821583,1746254823203,1746254823243,40,1660,1620,1620
22,Pina Colada,1746254821610,1746254823245,1746254823346,100,1736,1636,1635
12,Pina Colada,1746254821682,1746254823347,1746254823447,100,1765,1665,1665
23,B52,1746254821685,1746254823449,1746254823649,200,1964,1764,1764
24,B52,1746254821771,1746254823651,1746254823851,200,2080,1880,1880
25,Red Wine,1746254821833,1746254823853,1746254823878,25,2045,2020,2020
6,Gin and Tonic,1746254821849,1746254823880,1746254823920,40,2071,2031,2031
14,B52,1746254821901,1746254823922,1746254824122,200,2221,2021,2021
26,Bloody Mary,1746254821978,1746254824124,1746254824194,70,2216,2146,2146
27,Bloody Mary,1746254822017,1746254824196,1746254824266,70,2249,2179,2179
13,Cosmopolitan,1746254822050,1746254824268,1746254824334,65,2284,2219,2218
0,Pina Colada,1746254822124,1746254824335,1746254824436,100,2312,2212,2211
15,Draft Beer,1746254822148,1746254824437,1746254824488,50,2340,2290,2289
28,Vodka shot,1746254822196,1746254824489,1746254824509,20,2313,2293,2293
29,Draft Beer,1746254822223,1746254824511,1746254824561,50,2338,2288,2288
8,Gin and Tonic,1746254822322,1746254824562,1746254824603,40,2281,2241,2240
1,White Wine,1746254822384,1746254824604,1746254824629,25,2245,2220,2220
3,Beer,1746254822426,1746254824631,1746254824656,25,2230,2205,2205
16,White Wine,1746254822551,1746254824658,1746254824683,25,2132,2107,2107
10,Red Wine,1746254822573,1746254824685,1746254824710,25,2137,2112,2112
17,Draft Beer,1746254822645,1746254824711,1746254824762,50,2117,2067,2066
18,Beer,1746254822648,1746254824763,1746254824788,25,2140,2115,2115
2,B52,1746254822672,1746254824790,1746254824990,200,2318,2118,2118
19,Vodka shot,1746254822718,1746254824992,1746254825012,20,2294,2274,2274
4,Margarita,1746254822741,1746254825013,1746254825089,75,2348,2273,2272
9,Beer,1746254822803,1746254825091,1746254825116,25,2313,2288,2288
20,White Wine,1746254822927,1746254825118,1746254825144,25,2217,2192,2191
7,Bloody Mary,1746254822941,1746254825145,1746254825216,70,2275,2205,2204
5,Tequila shot,1746254823111,1746254825217,1746254825237,20,2126,2106,2106
21,Gin and Tonic,1746254823212,1746254825239,1746254825279,40,2067,2027,2027
11,Pina Colada,1746254823354,1746254825281,1746254825381,100,2027,1927,1927
22,Beer,1746254823466,1746254825383,1746254825408,25,1942,1917,1917
12,Draft Beer,1746254823568,1746254825410,1746254825460,50,1892,1842,1842
23,Pina Colada,1746254823660,1746254825462,1746254825562,100,1902,1802,1802
24,Red Wine,1746254823862,1746254825565,1746254825590,25,1728,1703,1703
25,Red Wine,1746254824029,1746254825594,1746254825619,25,1590,1565,1565
6,Gin and Tonic,1746254824031,1746254825621,1746254825661,40,1630,1590,1590
14,Bloody Mary,1746254824133,1746254825662,1746254825733,70,1600,1530,1529
26,Bloody Mary,1746254824345,1746254825734,1746254825804,70,1459,1389,1389
13,Red Wine,1746254824385,1746254825806,1746254825831,25,1446,1421,1421
27,Martini,1746254824417,1746254825833,1746254825893,60,1476,1416,1416
28,Cosmopolitan,1746254824513,1746254825894,1746254825960,65,1447,1382,1381
15,Bloody Mary,1746254824588,1746254825961,1746254826032,70,1444,1374,1373
29,Beer,1746254824662,1746254826034,1746254826059,25,1397,1372,1372
8,Margarita,1746254824713,1746254826061,1746254826136,75,1423,1348,1348
16,Bloody Mary,1746254824834,1746254826137,1746254826208,70,1374,1304,1303
10,Margarita,1746254824861,1746254826209,1746254826285,75,1424,1349,1348
17,B52,1746254824862,1746254826286,1746254826487,200,1625,1425,1424
18,Gin and Tonic,1746254824889,1746254826488,1746254826528,40,1639,1599,1599
19,Draft Beer,1746254825016,1746254826530,1746254826580,50,1564,1514,1514
9,Pina Colada,1746254825217,1746254826582,1746254826682,100,1465,1365,1365
20,Margarita,1746254825294,1746254826684,1746254826759,75,1465,1390,1390
21,Martini,1746254825390,1746254826761,1746254826821,60,1431,1371,1371
11,Pina Colada,1746254825502,1746254826822,1746254826922,100,1420,1320,1320
