PatronId,DrinkName,ArrivalTime,FirstServiceTime,CompletionTime,ExecutionTime,TurnaroundTime,WaitingTime,ResponseTime
0,Martini,1746254919082,1746254919094,1746254919162,60,80,20,12
1,Mojito,1746254919098,1746254922735,1746254922810,75,3712,3637,3637
2,Bloody Mary,1746254919148,1746254919165,1746254919235,70,87,17,17
3,Bloody Mary,1746254919198,1746254919237,1746254919307,70,109,39,39
4,Draft Beer,1746254919249,1746254919336,1746254919386,50,137,87,87
0,Cider,1746254919275,1746254919309,1746254919334,25,59,34,34
5,Bloody Mary,1746254919299,1746254921673,1746254921744,70,2445,2375,2374
6,Cider,1746254919349,1746254919388,1746254919413,25,64,39,39
2,Draft Beer,1746254919386,1746254919415,1746254919465,50,79,29,29
7,Cosmopolitan,1746254919399,1746254921406,1746254921471,65,2072,2007,2007
0,Beer,1746254919436,1746254919489,1746254919514,25,78,53,53
8,B52,1746254919449,1746254925273,1746254925473,200,6024,5824,5824
3,Tequila shot,1746254919458,1746254919467,1746254919487,20,29,9,9
4,Cosmopolitan,1746254919487,1746254921606,1746254921671,65,2184,2119,2119
3,Draft Beer,1746254919491,1746254919516,1746254919566,50,75,25,25
9,Martini,1746254919499,1746254919568,1746254919628,60,129,69,69
6,B52,1746254919515,1746254926960,1746254927161,200,7646,7446,7445
10,Pina Colada,1746254919549,1746254923927,1746254924028,100,4479,4379,4378
2,Cosmopolitan,1746254919566,1746254919734,1746254919799,65,233,168,168
11,Red Wine,1746254919598,1746254919630,1746254919656,25,58,33,32
0,Cider,1746254919615,1746254919657,1746254919683,25,68,43,42
12,Cosmopolitan,1746254919649,1746254920884,1746254920949,65,1300,1235,1235
3,Red Wine,1746254919667,1746254919685,1746254919710,25,43,18,18
13,Tequila shot,1746254919699,1746254919712,1746254919732,20,33,13,13
13,Beer,1746254919736,1746254919801,1746254919826,25,90,65,65
9,B52,1746254919739,1746254927938,1746254928139,200,8400,8200,8199
14,Beer,1746254919749,1746254919828,1746254919853,25,104,79,79
0,Beer,1746254919784,1746254919855,1746254919880,25,96,71,71
15,Cosmopolitan,1746254919798,1746254920950,1746254921016,65,1218,1153,1152
11,Cosmopolitan,1746254919807,1746254921174,1746254921239,65,1432,1367,1367
16,White Wine,1746254919849,1746254919882,1746254919908,25,59,34,33
2,Red Wine,1746254919850,1746254919909,1746254919935,25,85,60,59
3,Mojito,1746254919861,1746254922314,1746254922389,75,2528,2453,2453
17,Martini,1746254919899,1746254919986,1746254920046,60,147,87,87
13,Tequila shot,1746254919927,1746254919937,1746254919957,20,30,10,10
18,Martini,1746254919949,1746254920048,1746254920108,60,159,99,99
14,Red Wine,1746254919954,1746254919959,1746254919984,25,30,5,5
13,Bloody Mary,1746254919961,1746254921842,1746254921912,70,1951,1881,1881
19,Martini,1746254919999,1746254920559,1746254920619,60,620,560,560
20,Vodka shot,1746254920048,1746254920111,1746254920131,20,83,63,63
16,Pina Colada,1746254920059,1746254924736,1746254924836,100,4777,4677,4677
2,Tequila shot,1746254920086,1746254920133,1746254920153,20,67,47,47
21,Martini,1746254920099,1746254920229,1746254920289,60,190,130,130
20,Draft Beer,1746254920135,1746254920155,1746254920206,50,71,21,20
14,Pina Colada,1746254920135,1746254924634,1746254924734,100,4599,4499,4499
22,Mojito,1746254920149,1746254922658,1746254922734,75,2585,2510,2509
17,B52,1746254920157,1746254927162,1746254927362,200,7205,7005,7005
23,Tequila shot,1746254920199,1746254920207,1746254920227,20,28,8,8
18,Pina Colada,1746254920219,1746254924324,1746254924424,100,4205,4105,4105
23,Margarita,1746254920231,1746254922812,1746254922887,75,2656,2581,2581
24,Vodka shot,1746254920248,1746254920291,1746254920311,20,63,43,43
25,Draft Beer,1746254920298,1746254920390,1746254920440,50,142,92,92
20,White Wine,1746254920307,1746254920313,1746254920338,25,31,6,6
24,Cider,1746254920315,1746254920340,1746254920366,25,51,26,25
26,Tequila shot,1746254920348,1746254920368,1746254920388,20,40,20,20
26,Margarita,1746254920392,1746254922112,1746254922187,75,1795,1720,1720
27,Red Wine,1746254920399,1746254920442,1746254920467,25,68,43,43
21,Cider,1746254920400,1746254920490,1746254920515,25,115,90,90
28,Margarita,1746254920449,1746254922555,1746254922630,75,2181,2106,2106
24,Vodka shot,1746254920467,1746254920468,1746254920489,20,22,2,1
20,Gin and Tonic,1746254920489,1746254920517,1746254920557,40,68,28,28
24,Margarita,1746254920493,1746254923061,1746254923136,75,2643,2568,2568
29,Pina Colada,1746254920498,1746254923748,1746254923849,100,3351,3251,3250
25,Cosmopolitan,1746254920541,1746254921107,1746254921172,65,631,566,566
21,Draft Beer,1746254920617,1746254920621,1746254920672,50,55,5,4
27,Cosmopolitan,1746254920618,1746254920700,1746254920766,65,148,83,82
20,Red Wine,1746254920668,1746254920673,1746254920698,25,30,5,5
19,Cider,1746254920731,1746254920767,1746254920793,25,62,37,36
21,Martini,1746254920772,1746254920794,1746254920855,60,83,23,22
27,White Wine,1746254920817,1746254920856,1746254920882,25,65,40,39
19,Cosmopolitan,1746254920894,1746254921317,1746254921383,65,489,424,423
21,Margarita,1746254920966,1746254923292,1746254923368,75,2402,2327,2326
12,Martini,1746254921000,1746254921018,1746254921078,60,78,18,18
27,B52,1746254921033,1746254927417,1746254927618,200,6585,6385,6384
15,Beer,1746254921067,1746254921080,1746254921105,25,38,13,13
12,Bloody Mary,1746254921189,1746254921941,1746254922011,70,822,752,752
15,Red Wine,1746254921206,1746254921241,1746254921266,25,60,35,35
25,Red Wine,1746254921223,1746254921268,1746254921294,25,71,46,45
11,Vodka shot,1746254921290,1746254921295,1746254921315,20,25,5,5
11,Vodka shot,1746254921319,1746254921384,1746254921405,20,86,66,65
11,Cider,1746254921408,1746254921473,1746254921498,25,90,65,65
15,Red Wine,1746254921417,1746254921500,1746254921525,25,108,83,83
19,Draft Beer,1746254921433,1746254921554,1746254921605,50,172,122,121
25,White Wine,1746254921444,1746254921527,1746254921553,25,109,84,83
7,Pina Colada,1746254921522,1746254924106,1746254924207,100,2685,2585,2584
15,White Wine,1746254921676,1746254921745,1746254921771,25,95,70,69
25,Gin and Tonic,1746254921703,1746254921799,1746254921840,40,137,97,96
19,Bloody Mary,1746254921705,1746254922013,1746254922083,70,378,308,308
4,Red Wine,1746254921722,1746254921772,1746254921798,25,76,51,50
5,Cider,1746254921895,1746254921914,1746254921939,25,44,19,19
4,Pina Colada,1746254921949,1746254923397,1746254923497,100,1548,1448,1448
5,Mojito,1746254922040,1746254922216,1746254922291,75,251,176,176
13,Red Wine,1746254922063,1746254922085,1746254922110,25,47,22,22
12,Red Wine,1746254922162,1746254922189,1746254922214,25,52,27,27
26,Vodka shot,1746254922268,1746254922292,1746254922313,20,45,25,24
26,Tequila shot,1746254922316,1746254922391,1746254922411,20,95,75,75
12,Vodka shot,1746254922365,1746254922413,1746254922434,20,69,49,48
5,Draft Beer,1746254922402,1746254922435,1746254922486,50,84,34,33
26,Cosmopolitan,1746254922415,1746254922488,1746254922553,65,138,73,73
5,Cider,1746254922587,1746254922632,1746254922657,25,70,45,45
28,Mojito,1746254922711,1746254922911,1746254922987,75,276,201,200
22,Vodka shot,1746254922844,1746254922889,1746254922910,20,66,46,45
22,B52,1746254922914,1746254928140,1746254928340,200,5426,5226,5226
1,Margarita,1746254922922,1746254923138,1746254923214,75,292,217,216
23,Bloody Mary,1746254922968,1746254922989,1746254923059,70,91,21,21
28,Mojito,1746254923098,1746254923215,1746254923291,75,193,118,117
23,Pina Colada,1746254923210,1746254923566,1746254923667,100,457,357,356
24,B52,1746254923217,1746254925753,1746254925953,200,2736,2536,2536
1,Cider,1746254923294,1746254923369,1746254923395,25,101,76,75
28,Cosmopolitan,1746254923402,1746254923499,1746254923564,65,162,97,97
1,Pina Colada,1746254923496,1746254924532,1746254924632,100,1136,1036,1036
28,Draft Beer,1746254923615,1746254923696,1746254923746,50,131,81,81
4,Red Wine,1746254923618,1746254923669,1746254923694,25,76,51,51
23,Margarita,1746254923788,1746254923850,1746254923926,75,138,63,62
29,Mojito,1746254923970,1746254924029,1746254924105,75,135,60,59
10,Martini,1746254924149,1746254924209,1746254924269,60,120,60,60
29,Draft Beer,1746254924216,1746254924271,1746254924322,50,106,56,55
7,Gin and Tonic,1746254924328,1746254924448,1746254924488,40,160,120,120
10,B52,1746254924380,1746254924977,1746254925177,200,797,597,597
29,Tequila shot,1746254924423,1746254924425,1746254924446,20,23,3,2
29,Gin and Tonic,1746254924450,1746254924490,1746254924530,40,80,40,40
18,B52,1746254924545,1746254925524,1746254925724,200,1179,979,979
7,B52,1746254924599,1746254926531,1746254926731,200,2132,1932,1932
1,Bloody Mary,1746254924753,1746254924838,1746254924908,70,155,85,85
14,Cosmopolitan,1746254924855,1746254924910,1746254924975,65,120,55,55
16,B52,1746254924957,1746254926006,1746254926207,200,1250,1050,1049
14,Cosmopolitan,1746254925026,1746254925179,1746254925244,65,218,153,153
10,White Wine,1746254925189,1746254925246,1746254925271,25,82,57,57
10,White Wine,1746254925422,1746254925475,1746254925500,25,78,53,53
8,Vodka shot,1746254925484,1746254925502,1746254925522,20,38,18,18
8,Red Wine,1746254925526,1746254925726,1746254925751,25,225,200,200
18,B52,1746254925735,1746254926302,1746254926503,200,768,568,567
8,Draft Beer,1746254925902,1746254925955,1746254926005,50,103,53,53
8,Cosmopolitan,1746254926106,1746254926208,1746254926273,65,167,102,102
16,White Wine,1746254926218,1746254926275,1746254926301,25,83,58,57
16,Cider,1746254926452,1746254926504,1746254926529,25,77,52,52
18,B52,1746254926513,1746254926732,1746254926932,200,419,219,219
7,Beer,1746254926741,1746254926934,1746254926959,25,218,193,193
6,Red Wine,1746254927171,1746254927364,1746254927389,25,218,193,193
17,Red Wine,1746254927373,1746254927391,1746254927416,25,43,18,18
6,Draft Beer,1746254927540,1746254927619,1746254927669,50,129,79,79
17,Martini,1746254927567,1746254927671,1746254927731,60,164,104,104
27,Pina Colada,1746254927628,1746254927733,1746254927833,100,205,105,105
6,Margarita,1746254927770,1746254927835,1746254927910,75,140,65,65
17,Beer,1746254927842,1746254927911,1746254927937,25,95,70,69
9,Red Wine,1746254928150,1746254928342,1746254928367,25,217,192,192
22,Cider,1746254928351,1746254928369,1746254928394,25,43,18,18
22,Red Wine,1746254928495,1746254928495,1746254928520,25,25,0,0
9,Red Wine,1746254928518,1746254928522,1746254928547,25,29,4,4
9,Mojito,1746254928698,1746254928698,1746254928773,75,75,0,0

Patron Level Statistics:
PatronId,TotalWaitingTime,ResponseTime,Turnaround,DrinksCompleted
0,212,80,798,5
1,5049,3712,5810,5
2,320,87,1005,5
3,2544,109,3191,5
4,3755,137,4445,5
5,2647,2445,3358,5
6,7821,64,8561,5
7,6836,2072,7560,5
8,6197,6024,6824,5
9,8464,129,9274,5
10,5145,4479,5951,5
11,1534,58,1900,5
12,2080,1300,2785,5
13,1991,33,2411,5
14,4791,104,5495,5
15,1352,1218,1973,5
16,5868,59,6680,5
17,7283,147,8038,5
18,5969,159,6983,5
19,1448,620,2084,5
20,122,83,650,5
21,2572,190,3269,5
22,7798,2585,8371,5
23,3028,28,3727,5
24,5173,63,5705,5
25,882,142,1542,5
26,1912,40,2205,5
27,6653,68,7434,5
28,2601,2181,3297,5
29,3406,3351,4032,5

Stats Summary:
Total Time: 9898 ms
Total Waiting Time: 115453 ms
CPU Utilization: 97.06001212366134%
Throughput: 15.154576682158012 orders/second
Context Switch Time: 1 ms
