PatronId,DrinkName,ArrivalTime,FirstServiceTime,CompletionTime,ExecutionTime,TurnaroundTime,WaitingTime,ResponseTime
0,Cosmopolitan,1746254889308,1746254889316,1746254889391,65,83,18,8
1,Gin and Tonic,1746254889331,1746254889394,1746254889435,40,104,64,63
2,Gin and Tonic,1746254889381,1746254889463,1746254889503,40,122,82,82
3,White Wine,1746254889431,1746254889436,1746254889461,25,30,5,5
0,Mojito,1746254889444,1746254889573,1746254889649,75,205,130,129
4,Gin and Tonic,1746254889481,1746254889505,1746254889545,40,64,24,24
5,Margarita,1746254889531,1746254893408,1746254893484,75,3953,3878,3877
1,Cider,1746254889546,1746254889546,1746254889572,25,26,1,0
6,B52,1746254889581,1746254896785,1746254896986,200,7405,7205,7204
3,Cider,1746254889613,1746254889672,1746254889697,25,84,59,59
2,Tequila shot,1746254889614,1746254889650,1746254889670,20,56,36,36
7,Cosmopolitan,1746254889631,1746254889891,1746254889956,65,325,260,260
4,Bloody Mary,1746254889656,1746254891952,1746254892022,70,2366,2296,2296
1,Cider,1746254889672,1746254889770,1746254889795,25,123,98,98
2,White Wine,1746254889674,1746254889720,1746254889746,25,72,47,46
8,Vodka shot,1746254889681,1746254889698,1746254889719,20,38,18,17
8,Cosmopolitan,1746254889722,1746254891029,1746254891094,65,1372,1307,1307
9,Tequila shot,1746254889731,1746254889748,1746254889768,20,37,17,17
0,Bloody Mary,1746254889759,1746254892215,1746254892286,70,2527,2457,2456
9,Draft Beer,1746254889772,1746254889797,1746254889847,50,75,25,25
10,Mojito,1746254889781,1746254892604,1746254892680,75,2899,2824,2823
3,Gin and Tonic,1746254889798,1746254889849,1746254889889,40,91,51,51
11,Cosmopolitan,1746254889831,1746254891227,1746254891292,65,1461,1396,1396
12,B52,1746254889881,1746254897163,1746254897363,200,7482,7282,7282
1,Martini,1746254889896,1746254890795,1746254890855,60,959,899,899
2,Red Wine,1746254889897,1746254889958,1746254889983,25,86,61,61
13,Draft Beer,1746254889931,1746254890134,1746254890185,50,254,204,203
9,White Wine,1746254889948,1746254889985,1746254890010,25,62,37,37
14,Red Wine,1746254889981,1746254890012,1746254890037,25,56,31,31
3,Margarita,1746254890000,1746254893018,1746254893093,75,3093,3018,3018
7,Beer,1746254890007,1746254890039,1746254890064,25,57,32,32
15,Cider,1746254890031,1746254890066,1746254890091,25,60,35,35
16,Gin and Tonic,1746254890081,1746254890093,1746254890133,40,52,12,12
17,Mojito,1746254890131,1746254893264,1746254893339,75,3208,3133,3133
