PatronId,DrinkName,ArrivalTime,FirstServiceTime,CompletionTime,ExecutionTime,TurnaroundTime,WaitingTime,ResponseTime
0,Martini,1746254959742,1746254959751,1746254959915,60,173,113,9
1,White Wine,1746254959765,1746254959778,1746254959830,25,65,40,13
2,Pina Colada,1746254959815,1746254959833,1746254960422,100,607,507,18
3,Margarita,1746254959865,1746254959880,1746254960355,75,490,415,15
4,Vodka shot,1746254959915,1746254959940,1746254959986,20,71,51,25
5,B52,1746254959965,1746254960000,1746254964778,200,4813,4613,35
1,Pina Colada,1746254959982,1746254960024,1746254961757,100,1775,1675,42
4,White Wine,1746254959990,1746254960035,1746254960230,25,240,215,45
6,Mojito,1746254960015,1746254960070,1746254961243,75,1228,1153,55
0,Draft Beer,1746254960025,1746254960093,1746254960571,50,546,496,68
7,Cider,1746254960065,1746254960141,1746254960362,25,297,272,76
8,Cider,1746254960115,1746254960202,1746254960453,25,338,313,87
9,Gin and Tonic,1746254960165,1746254960267,1746254960708,40,543,503,102
10,Red Wine,1746254960215,1746254960326,1746254960612,25,397,372,111
11,B52,1746254960265,1746254960364,1746254965834,200,5569,5369,99
12,Pina Colada,1746254960315,1746254960436,1746254962951,100,2636,2536,121
13,Pina Colada,1746254960365,1746254960478,1746254963041,100,2676,2576,113
4,Vodka shot,1746254960381,1746254960502,1746254960672,20,291,271,121
14,White Wine,1746254960415,1746254960549,1746254960977,25,562,537,134
3,Pina Colada,1746254960436,1746254960572,1746254963211,100,2775,2675,136
7,Vodka shot,1746254960463,1746254960595,1746254960803,20,340,320,132
15,Tequila shot,1746254960465,1746254960614,1746254960827,20,362,342,149
16,Vodka shot,1746254960515,1746254960673,1746254960910,20,395,375,158
2,Mojito,1746254960543,1746254960709,1746254962892,75,2349,2274,166
8,B52,1746254960554,1746254960733,1746254966624,200,6070,5870,179
17,Cider,1746254960565,1746254960757,1746254961297,25,732,707,192
18,Margarita,1746254960615,1746254960805,1746254962994,75,2379,2304,190
19,Bloody Mary,1746254960665,1746254960864,1746254962808,70,2143,2073,199
0,Bloody Mary,1746254960671,1746254960876,1746254962831,70,2160,2090,205
4,Beer,1746254960675,1746254960888,1746254961516,25,841,816,213
20,Cosmopolitan,1746254960715,1746254960924,1746254962886,65,2171,2106,209
10,Red Wine,1746254960763,1746254960978,1746254961605,25,842,817,215
21,Bloody Mary,1746254960765,1746254960990,1746254962916,70,2151,2081,225
7,Gin and Tonic,1746254960807,1746254961038,1746254961993,40,1186,1146,231
22,Draft Beer,1746254960815,1746254961062,1746254962358,50,1543,1493,247
9,Gin and Tonic,1746254960818,1746254961073,1746254962047,40,1229,1189,255
15,Pina Colada,1746254960830,1746254961085,1746254963911,100,3081,2981,255
23,Cosmopolitan,1746254960865,1746254961132,1746254963094,65,2229,2164,267
