PatronId,DrinkName,ArrivalTime,FirstServiceTime,CompletionTime,ExecutionTime,TurnaroundTime,WaitingTime,ResponseTime
0,Cosmopolitan,1746254869302,1746254869309,1746254869575,65,273,208,7
1,Pina Colada,1746254869317,1746254869340,1746254869821,100,504,404,23
2,Beer,1746254869367,1746254869387,1746254869477,25,110,85,20
3,White Wine,1746254869417,1746254869448,1746254869545,25,128,103,31
4,Cider,1746254869467,1746254869503,1746254869594,25,127,102,36
5,Bloody Mary,1746254869517,1746254869558,1746254870167,70,650,580,41
6,Martini,1746254869567,1746254869596,1746254870131,60,564,504,29
2,Tequila shot,1746254869579,1746254869620,1746254869702,20,123,103,41
7,Beer,1746254869617,1746254869655,1746254869852,25,235,210,38
0,White Wine,1746254869626,1746254869680,1746254869896,25,270,245,54
8,Pina Colada,1746254869667,1746254869740,1746254871912,100,2245,2145,73
3,Pina Colada,1746254869696,1746254869775,1746254871970,100,2274,2174,79
4,Red Wine,1746254869696,1746254869787,1746254870047,25,351,326,91
2,Martini,1746254869706,1746254869799,1746254870703,60,997,937,93
9,Gin and Tonic,1746254869717,1746254869823,1746254870292,40,575,535,106
10,Cider,1746254869767,1746254869878,1746254870173,25,406,381,111
11,Margarita,1746254869817,1746254869934,1746254871788,75,1971,1896,117
12,Red Wine,1746254869867,1746254869983,1746254870335,25,468,443,116
13,Tequila shot,1746254869917,1746254870030,1746254870209,20,292,272,113
1,Gin and Tonic,1746254869942,1746254870060,1746254870738,40,796,756,118
7,B52,1746254869953,1746254870084,1746254875785,200,5832,5632,131
14,Tequila shot,1746254869967,1746254870109,1746254870316,20,349,329,142
15,Mojito,1746254870017,1746254870175,1746254872237,75,2220,2145,158
0,Cosmopolitan,1746254870047,1746254870210,1746254872030,65,1983,1918,163
16,Margarita,1746254870067,1746254870234,1746254872338,75,2271,2196,167
17,Tequila shot,1746254870117,1746254870293,1746254870525,20,408,388,176
18,Pina Colada,1746254870167,1746254870337,1746254873189,100,3022,2922,170
4,Mojito,1746254870198,1746254870373,1746254872602,75,2404,2329,175
